id,timestamp,symbol,direction,strategy,entry_price,exit_price,qty,position_size_usdc,pnl_usdc,pnl_pct,duration_seconds,exit_reason,tp_pct,sl_pct,trailing_pct,confidence,regime,fear_greed,btc_change_4h,rsi_entry,atr_pct,volume_ratio,indicators_json
1,2026-03-12T18:15:51.057070,BTCUSDC,LONG,mean_reversion,70000,70210,0.00214,150,0.45,0.3,120,TRAILING_STOP,0.3,-99,0.15,75,RANGE,18,1.4,32,0.15,1.2,
2,2026-03-12T18:15:51.057081,XRPUSDC,LONG,mean_reversion,1.4,1.397,107,150,-0.32,-0.21,183,TIMEOUT,0.3,-99,0.15,60,RANGE,18,1.4,38,0.2,0.9,
1,2026-03-12T18:49:11.965756,ETHUSDC,LONG,mean_reversion,2059.58,2063.05,0.0332,68.29269775457001,0.115204,0.1685,187,TIMEOUT,0.25,-99.0,0.15,52.34347933679871,RANGE,18,1.42,33.83,0,0,"{""rsi"": 33.83, ""bb_upper"": 2072.394508, ""bb_lower"": 2063.150492, ""bb_ma"": 2067.7725, ""price"": 2061.81}"
1,2026-03-12T19:06:24.954917,ETHUSDC,LONG,mean_reversion,2059.19,2055.52,0.0331,68.09315539679999,-0.121477,-0.1782,193,TIMEOUT,0.25,-99.0,0.15,50.587252991928665,RANGE,18,1.22,34.71,0,0,"{""rsi"": 34.71, ""bb_upper"": 2072.173822, ""bb_lower"": 2061.187178, ""bb_ma"": 2066.6805, ""price"": 2059.25}"
2,2026-03-12T19:09:17.359825,ADAUSDC,LONG,mean_reversion,0.2618,0.2622,260.2,68.09315539679999,0.10408,0.1528,183,TIMEOUT,0.25,-99.0,0.15,58.4615384615378,RANGE,18,1.22,30.77,0,0,"{""rsi"": 30.77, ""bb_upper"": 0.263232, ""bb_lower"": 0.262198, ""bb_ma"": 0.262715, ""price"": 0.2617}"
3,2026-03-12T19:09:38.540129,ETHUSDC,LONG,mean_reversion,2055.01,2059.06,0.0331,68.09315539679999,0.134055,0.1971,189,TIMEOUT,0.25,-99.0,0.15,57.97237425071768,RANGE,18,1.22,31.01,0,0,"{""rsi"": 31.01, ""bb_upper"": 2072.558009, ""bb_lower"": 2059.718991, ""bb_ma"": 2066.1385, ""price"": 2055.43}"
4,2026-03-12T19:13:19.807184,ETHUSDC,LONG,mean_reversion,2059.45,2057.22,0.0331,68.09315539679999,-0.073813,-0.1083,190,TIMEOUT,0.25,-99.0,0.15,51.27753303964744,RANGE,18,1.11,34.36,0,0,"{""rsi"": 34.36, ""bb_upper"": 2072.033304, ""bb_lower"": 2059.651696, ""bb_ma"": 2065.8425, ""price"": 2059.34}"
1,2026-03-12T20:37:07.590272,ETHUSDC,SHORT,mean_reversion,2067.31,2066.72,0.033,68.12930377714001,0.01947,0.0285,190,TIMEOUT,0.25,-99.0,0.15,61.62921348314666,RANGE,18,1.27,70.81,0,0,"{""rsi"": 70.81, ""bb_upper"": 2060.56981, ""bb_lower"": 2049.95719, ""bb_ma"": 2055.2635, ""price"": 2067.31}"
2,2026-03-12T20:37:08.327234,AVAXUSDC,SHORT,mean_reversion,9.62,9.61,7.08,68.12930377714001,0.0708,0.104,190,TIMEOUT,0.25,-99.0,0.15,58.4615384615374,RANGE,18,1.27,69.23,0,0,"{""rsi"": 69.23, ""bb_upper"": 9.592668, ""bb_lower"": 9.545332, ""bb_ma"": 9.569, ""price"": 9.62}"
3,2026-03-12T20:40:20.272710,ETHUSDC,SHORT,mean_reversion,2067.2,2067.34,0.033,68.12930377714001,-0.00462,-0.0068,180,TIMEOUT,0.25,-99.0,0.15,58.740849194729094,RANGE,18,1.27,69.37,0,0,"{""rsi"": 69.37, ""bb_upper"": 2061.693996, ""bb_lower"": 2049.629004, ""bb_ma"": 2055.6615, ""price"": 2066.94}"
4,2026-03-12T20:40:21.022657,AVAXUSDC,SHORT,mean_reversion,9.62,9.6,7.09,68.12930377714001,0.1418,0.2079,180,TIMEOUT,0.25,-99.0,0.15,53.33333333333235,RANGE,18,1.27,66.67,0,0,"{""rsi"": 66.67, ""bb_upper"": 9.595582, ""bb_lower"": 9.547418, ""bb_ma"": 9.5715, ""price"": 9.61}"
5,2026-03-12T20:43:36.136289,BTCUSDC,SHORT,mean_reversion,70310.11,70315.95,0.00097,68.12930377714001,-0.005665,-0.0083,182,TIMEOUT,0.25,-99.0,0.15,58.18177978182999,RANGE,18,1.23,69.09,0,0,"{""rsi"": 69.09, ""bb_upper"": 70256.606382, ""bb_lower"": 69872.945618, ""bb_ma"": 70064.776, ""price"": 70310.11}"
6,2026-03-12T20:43:36.868936,ETHUSDC,SHORT,mean_reversion,2067.7,2067.59,0.0329,68.12930377714001,0.003619,0.0053,182,TIMEOUT,0.25,-99.0,0.15,57.3167981961667,RANGE,18,1.23,68.66,0,0,"{""rsi"": 68.66, ""bb_upper"": 2063.137595, ""bb_lower"": 2049.342405, ""bb_ma"": 2056.24, ""price"": 2067.35}"
1,2026-03-12T20:59:20.051721,BTCUSDC,SHORT,mean_reversion,70542.99,70497.0,0.00096,68.06849936159,0.04415,0.0652,189,TIMEOUT,0.25,-99.0,0.15,93.9265798761044,RANGE,18,1.57,86.96,0,0,"{""rsi"": 86.96, ""bb_upper"": 70368.223084, ""bb_lower"": 69846.829916, ""bb_ma"": 70107.5265, ""price"": 70542.0}"
2,2026-03-12T20:59:20.801645,ETHUSDC,SHORT,mean_reversion,2070.39,2071.86,0.0329,68.06849936159,-0.048363,-0.071,189,TIMEOUT,0.25,-99.0,0.15,79.45786682380614,RANGE,18,1.57,79.73,0,0,"{""rsi"": 79.73, ""bb_upper"": 2068.122529, ""bb_lower"": 2048.857471, ""bb_ma"": 2058.49, ""price"": 2070.39}"
3,2026-03-12T21:02:41.948501,BTCUSDC,SHORT,mean_reversion,70497.02,70461.6,0.00097,68.06849936159,0.034357,0.0502,190,TIMEOUT,0.25,-99.0,0.15,92.59564739897291,RANGE,18,1.57,86.3,0,0,"{""rsi"": 86.3, ""bb_upper"": 70360.699243, ""bb_lower"": 69849.798757, ""bb_ma"": 70105.249, ""price"": 70496.45}"
4,2026-03-12T21:02:42.696652,ETHUSDC,SHORT,mean_reversion,2071.49,2070.04,0.0329,68.06849936159,0.047705,0.07,190,TIMEOUT,0.25,-99.0,0.15,82.06391087657659,RANGE,18,1.57,81.03,0,0,"{""rsi"": 81.03, ""bb_upper"": 2068.263137, ""bb_lower"": 2048.815863, ""bb_ma"": 2058.5395, ""price"": 2071.38}"
5,2026-03-12T21:06:04.615866,BTCUSDC,SHORT,mean_reversion,70459.0,70552.0,0.00097,68.06849936159,-0.09021,-0.132,190,TIMEOUT,0.25,-99.0,0.15,86.71300296802616,RANGE,18,0.9,83.36,0,0,"{""rsi"": 83.36, ""bb_upper"": 70388.638549, ""bb_lower"": 69859.450451, ""bb_ma"": 70124.0445, ""price"": 70453.28}"
6,2026-03-12T21:06:05.375676,ETHUSDC,SHORT,mean_reversion,2071.19,2072.8,0.0329,68.06849936159,-0.052969,-0.0777,190,TIMEOUT,0.25,-99.0,0.15,76.25737898465212,RANGE,18,0.9,78.13,0,0,"{""rsi"": 78.13, ""bb_upper"": 2069.319572, ""bb_lower"": 2049.428428, ""bb_ma"": 2059.374, ""price"": 2070.7}"
7,2026-03-12T21:09:25.628637,BTCUSDC,SHORT,mean_reversion,70543.89,70467.15,0.00096,68.06849936159,0.07367,0.1088,189,TIMEOUT,0.25,-99.0,0.15,95,RANGE,18,0.9,94.8,0,0,"{""rsi"": 94.8, ""bb_upper"": 70439.107177, ""bb_lower"": 69863.442823, ""bb_ma"": 70151.275, ""price"": 70543.87}"
8,2026-03-12T21:09:26.366870,ETHUSDC,SHORT,mean_reversion,2072.61,2070.24,0.0328,68.06849936159,0.077736,0.1143,189,TIMEOUT,0.25,-99.0,0.15,90.0150829562603,RANGE,18,0.9,85.01,0,0,"{""rsi"": 85.01, ""bb_upper"": 2070.85151, ""bb_lower"": 2049.90149, ""bb_ma"": 2060.3765, ""price"": 2072.41}"
9,2026-03-12T21:12:49.117067,BTCUSDC,SHORT,mean_reversion,70475.01,70393.0,0.00097,68.06849936159,0.07955,0.1164,189,TIMEOUT,0.25,-99.0,0.15,95,RANGE,18,0.9,92.67,0,0,"{""rsi"": 92.67, ""bb_upper"": 70429.39555, ""bb_lower"": 69866.26745, ""bb_ma"": 70147.8315, ""price"": 70475.0}"
10,2026-03-12T21:12:49.853911,ETHUSDC,SHORT,mean_reversion,2070.59,2067.26,0.0329,68.06849936159,0.109557,0.1608,189,TIMEOUT,0.25,-99.0,0.15,83.74337845791729,RANGE,18,0.9,81.87,0,0,"{""rsi"": 81.87, ""bb_upper"": 2070.652951, ""bb_lower"": 2049.945049, ""bb_ma"": 2060.299, ""price"": 2070.86}"
11,2026-03-12T21:44:48.444042,XRPUSDC,LONG,mean_reversion,1.373,1.3724,49.6,68.06849936159,-0.02976,-0.0437,190,TIMEOUT,0.25,-99.0,0.15,64.75138121547013,RANGE,18,0.55,27.62,0,0,"{""rsi"": 27.62, ""bb_upper"": 1.37996, ""bb_lower"": 1.37295, ""bb_ma"": 1.376455, ""price"": 1.3729}"
12,2026-03-12T21:47:57.420238,XRPUSDC,LONG,mean_reversion,1.3725,1.3724,49.6,68.06849936159,-0.00496,-0.0073,185,TIMEOUT,0.25,-99.0,0.15,66.2365591397853,RANGE,18,0.55,26.88,0,0,"{""rsi"": 26.88, ""bb_upper"": 1.379974, ""bb_lower"": 1.372886, ""bb_ma"": 1.37643, ""price"": 1.3724}"
13,2026-03-12T21:51:12.124053,XRPUSDC,LONG,mean_reversion,1.3724,1.3728,49.6,68.06849936159,0.01984,0.0291,190,TIMEOUT,0.25,-99.0,0.15,65.94594594594633,RANGE,18,0.46,27.03,0,0,"{""rsi"": 27.03, ""bb_upper"": 1.379979, ""bb_lower"": 1.372861, ""bb_ma"": 1.37642, ""price"": 1.3724}"
14,2026-03-12T21:54:19.951333,XRPUSDC,LONG,mean_reversion,1.3729,1.3715,49.6,68.06849936159,-0.06944,-0.102,183,TIMEOUT,0.25,-99.0,0.15,56.04651162790759,RANGE,18,0.57,31.98,0,0,"{""rsi"": 31.98, ""bb_upper"": 1.379958, ""bb_lower"": 1.372962, ""bb_ma"": 1.37646, ""price"": 1.3728}"
15,2026-03-12T21:57:36.489352,XRPUSDC,LONG,mean_reversion,1.3716,1.3721,49.6,68.06849936159,0.0248,0.0365,186,TIMEOUT,0.25,-99.0,0.15,60.54054054054146,RANGE,18,0.57,29.73,0,0,"{""rsi"": 29.73, ""bb_upper"": 1.380006, ""bb_lower"": 1.372784, ""bb_ma"": 1.376395, ""price"": 1.3715}"
16,2026-03-12T22:00:50.364567,XRPUSDC,LONG,mean_reversion,1.3722,1.3723,49.6,68.06849936159,0.00496,0.0073,190,TIMEOUT,0.25,-99.0,0.15,69.42528735632189,RANGE,18,0.52,25.29,0,0,"{""rsi"": 25.29, ""bb_upper"": 1.379996, ""bb_lower"": 1.372454, ""bb_ma"": 1.376225, ""price"": 1.3722}"
17,2026-03-12T22:03:08.983258,ADAUSDC,LONG,mean_reversion,0.262,0.262,260.0,68.06849936159,0.0,0.0,180,TIMEOUT,0.25,-99.0,0.15,66.66666666666791,RANGE,18,0.52,26.67,0,0,"{""rsi"": 26.67, ""bb_upper"": 0.263001, ""bb_lower"": 0.261869, ""bb_ma"": 0.262435, ""price"": 0.2618}"
18,2026-03-12T22:07:37.556981,AVAXUSDC,SHORT,mean_reversion,9.64,9.63,7.07,68.06849936159,0.0707,0.1037,190,TIMEOUT,0.25,-99.0,0.15,53.33333333333465,RANGE,18,0.55,66.67,0,0,"{""rsi"": 66.67, ""bb_upper"": 9.615216, ""bb_lower"": 9.597784, ""bb_ma"": 9.6065, ""price"": 9.63}"
19,2026-03-12T22:15:11.010670,AVAXUSDC,SHORT,mean_reversion,9.65,9.63,7.06,68.06849936159,0.1412,0.2073,189,TIMEOUT,0.25,-99.0,0.15,53.33333333333465,RANGE,18,0.71,66.67,0,0,"{""rsi"": 66.67, ""bb_upper"": 9.622903, ""bb_lower"": 9.596097, ""bb_ma"": 9.6095, ""price"": 9.64}"
20,2026-03-12T22:23:19.978663,AVAXUSDC,SHORT,mean_reversion,9.63,9.62,7.07,68.06849936159,0.0707,0.1038,191,TIMEOUT,0.25,-99.0,0.15,53.33333333333434,RANGE,18,0.76,66.67,0,0,"{""rsi"": 66.67, ""bb_upper"": 9.630431, ""bb_lower"": 9.595569, ""bb_ma"": 9.613, ""price"": 9.64}"
21,2026-03-12T22:33:32.310729,SOLUSDC,LONG,mean_reversion,86.38,86.26,0.788,68.06849936159,-0.09456,-0.1389,189,TIMEOUT,0.25,-99.0,0.15,59.13043478260923,RANGE,18,0.64,30.43,0,0,"{""rsi"": 30.43, ""bb_upper"": 86.781615, ""bb_lower"": 86.409385, ""bb_ma"": 86.5955, ""price"": 86.38}"
22,2026-03-12T22:33:33.046360,ETHUSDC,LONG,mean_reversion,2061.36,2058.95,0.033,68.06849936159,-0.07953,-0.1169,189,TIMEOUT,0.25,-99.0,0.15,52.563891178896,RANGE,18,0.64,33.72,0,0,"{""rsi"": 33.72, ""bb_upper"": 2069.310754, ""bb_lower"": 2061.899246, ""bb_ma"": 2065.605, ""price"": 2061.4}"
23,2026-03-12T22:36:55.568673,SOLUSDC,LONG,mean_reversion,86.25,86.3,0.789,68.06849936159,0.03945,0.058,190,TIMEOUT,0.25,-99.0,0.15,67.54098360655783,RANGE,18,0.56,26.23,0,0,"{""rsi"": 26.23, ""bb_upper"": 86.788572, ""bb_lower"": 86.389428, ""bb_ma"": 86.589, ""price"": 86.25}"
24,2026-03-12T22:36:56.305617,ETHUSDC,LONG,mean_reversion,2058.83,2060.89,0.0331,68.06849936159,0.068186,0.1001,190,TIMEOUT,0.25,-99.0,0.15,59.04619970193792,RANGE,18,0.56,30.48,0,0,"{""rsi"": 30.48, ""bb_upper"": 2069.444646, ""bb_lower"": 2061.507354, ""bb_ma"": 2065.476, ""price"": 2058.82}"
25,2026-03-12T22:40:08.452707,SOLUSDC,LONG,mean_reversion,86.31,86.21,0.789,68.06849936159,-0.0789,-0.1159,182,TIMEOUT,0.25,-99.0,0.15,53.89830508474526,RANGE,18,0.56,33.05,0,0,"{""rsi"": 33.05, ""bb_upper"": 86.767156, ""bb_lower"": 86.359844, ""bb_ma"": 86.5635, ""price"": 86.31}"
26,2026-03-12T22:43:19.048941,SOLUSDC,LONG,mean_reversion,86.22,86.24,0.79,68.06849936159,0.0158,0.0232,187,TIMEOUT,0.25,-99.0,0.15,51.31313131313124,RANGE,18,0.57,34.34,0,0,"{""rsi"": 34.34, ""bb_upper"": 86.732302, ""bb_lower"": 86.320698, ""bb_ma"": 86.5265, ""price"": 86.21}"
27,2026-03-12T22:46:41.104944,SOLUSDC,LONG,mean_reversion,86.19,86.32,0.79,68.06849936159,0.1027,0.1508,185,TIMEOUT,0.25,-99.0,0.15,52.67326732673234,RANGE,18,0.57,33.66,0,0,"{""rsi"": 33.66, ""bb_upper"": 86.73357, ""bb_lower"": 86.31743, ""bb_ma"": 86.5255, ""price"": 86.19}"
28,2026-03-12T22:47:33.336967,BNBUSDC,SHORT,mean_reversion,651.27,651.45,0.105,68.06849936159,-0.0189,-0.0276,189,TIMEOUT,0.25,-99.0,0.15,57.07865168539331,RANGE,18,0.57,68.54,0,0,"{""rsi"": 68.54, ""bb_upper"": 651.107643, ""bb_lower"": 649.613357, ""bb_ma"": 650.3605, ""price"": 651.24}"
29,2026-03-12T22:49:55.441940,ADAUSDC,SHORT,mean_reversion,0.263,0.2631,259.0,68.06849936159,-0.0259,-0.038,184,TIMEOUT,0.25,-99.0,0.15,51.034482758618424,RANGE,18,0.57,65.52,0,0,"{""rsi"": 65.52, ""bb_upper"": 0.262599, ""bb_lower"": 0.261881, ""bb_ma"": 0.26224, ""price"": 0.2628}"
30,2026-03-12T22:51:10.795835,BNBUSDC,SHORT,mean_reversion,651.52,652.04,0.104,68.06849936159,-0.05408,-0.0798,181,TIMEOUT,0.25,-99.0,0.15,59.78494623655982,RANGE,18,0.57,69.89,0,0,"{""rsi"": 69.89, ""bb_upper"": 651.175755, ""bb_lower"": 649.596245, ""bb_ma"": 650.386, ""price"": 651.52}"
31,2026-03-12T22:54:32.207392,BNBUSDC,SHORT,mean_reversion,652.06,652.11,0.104,68.06849936159,-0.0052,-0.0077,191,TIMEOUT,0.25,-99.0,0.15,78.92116182572619,RANGE,18,0.72,79.46,0,0,"{""rsi"": 79.46, ""bb_upper"": 651.430788, ""bb_lower"": 649.535212, ""bb_ma"": 650.483, ""price"": 652.1}"
32,2026-03-12T22:54:32.940089,ADAUSDC,SHORT,mean_reversion,0.2633,0.263,258.6,68.06849936159,0.07758,0.1139,191,TIMEOUT,0.25,-99.0,0.15,55.483870967740415,RANGE,18,0.72,67.74,0,0,"{""rsi"": 67.74, ""bb_upper"": 0.262736, ""bb_lower"": 0.261824, ""bb_ma"": 0.26228, ""price"": 0.2632}"
33,2026-03-12T22:57:43.908215,BNBUSDC,SHORT,mean_reversion,652.16,651.83,0.104,68.06849936159,0.03432,0.0506,180,TIMEOUT,0.25,-99.0,0.15,79.50920245398726,RANGE,18,0.72,79.75,0,0,"{""rsi"": 79.75, ""bb_upper"": 651.443023, ""bb_lower"": 649.529977, ""bb_ma"": 650.4865, ""price"": 652.17}"
34,2026-03-12T22:57:44.642751,AVAXUSDC,SHORT,mean_reversion,9.66,9.65,7.05,68.06849936159,0.0705,0.1035,180,TIMEOUT,0.25,-99.0,0.15,53.333333333333314,RANGE,18,0.72,66.67,0,0,"{""rsi"": 66.67, ""bb_upper"": 9.637886, ""bb_lower"": 9.601114, ""bb_ma"": 9.6195, ""price"": 9.65}"
35,2026-03-12T23:00:57.050246,BNBUSDC,SHORT,mean_reversion,651.81,651.63,0.104,68.06849936159,0.01872,0.0276,180,TIMEOUT,0.25,-99.0,0.15,65.57522123893702,RANGE,18,0.71,72.79,0,0,"{""rsi"": 72.79, ""bb_upper"": 651.564095, ""bb_lower"": 649.581905, ""bb_ma"": 650.573, ""price"": 651.81}"
36,2026-03-12T23:00:57.788594,AVAXUSDC,SHORT,mean_reversion,9.66,9.65,7.05,68.06849936159,0.0705,0.1035,180,TIMEOUT,0.25,-99.0,0.15,53.333333333333314,RANGE,18,0.71,66.67,0,0,"{""rsi"": 66.67, ""bb_upper"": 9.6412, ""bb_lower"": 9.6028, ""bb_ma"": 9.622, ""price"": 9.65}"
37,2026-03-12T23:04:18.737102,ADAUSDC,SHORT,mean_reversion,0.2634,0.2635,258.4,68.06849936159,-0.02584,-0.038,190,TIMEOUT,0.25,-99.0,0.15,78.6206896551711,RANGE,18,0.71,79.31,0,0,"{""rsi"": 79.31, ""bb_upper"": 0.262946, ""bb_lower"": 0.261794, ""bb_ma"": 0.26237, ""price"": 0.2634}"
38,2026-03-12T23:04:19.681327,DOGEUSDC,SHORT,mean_reversion,0.0948,0.09479,718.0,68.06849936159,0.00718,0.0105,190,TIMEOUT,0.25,-99.0,0.15,77.98319327731124,RANGE,18,0.71,78.99,0,0,"{""rsi"": 78.99, ""bb_upper"": 0.094527, ""bb_lower"": 0.094101, ""bb_ma"": 0.094314, ""price"": 0.09478}"
39,2026-03-12T23:07:41.657958,ADAUSDC,SHORT,mean_reversion,0.2636,0.2633,258.2,68.06849936159,0.07746,0.1138,190,TIMEOUT,0.25,-99.0,0.15,81.29032258064353,RANGE,18,0.61,80.65,0,0,"{""rsi"": 80.65, ""bb_upper"": 0.262983, ""bb_lower"": 0.261777, ""bb_ma"": 0.26238, ""price"": 0.2636}"
40,2026-03-12T23:07:42.394012,DOGEUSDC,SHORT,mean_reversion,0.09478,0.09473,718.0,68.06849936159,0.0359,0.0528,190,TIMEOUT,0.25,-99.0,0.15,77.98319327731124,RANGE,18,0.61,78.99,0,0,"{""rsi"": 78.99, ""bb_upper"": 0.094527, ""bb_lower"": 0.094101, ""bb_ma"": 0.094314, ""price"": 0.09478}"
41,2026-03-12T23:11:03.531513,ADAUSDC,SHORT,mean_reversion,0.2634,0.2633,258.5,68.06849936159,0.02585,0.038,190,TIMEOUT,0.25,-99.0,0.15,71.72413793103132,RANGE,18,0.61,75.86,0,0,"{""rsi"": 75.86, ""bb_upper"": 0.263047, ""bb_lower"": 0.261803, ""bb_ma"": 0.262425, ""price"": 0.2633}"
42,2026-03-12T23:11:04.267277,DOGEUSDC,SHORT,mean_reversion,0.09474,0.09478,719.0,68.06849936159,-0.02876,-0.0422,190,TIMEOUT,0.25,-99.0,0.15,68.71794871794805,RANGE,18,0.61,74.36,0,0,"{""rsi"": 74.36, ""bb_upper"": 0.094577, ""bb_lower"": 0.094107, ""bb_ma"": 0.094342, ""price"": 0.09473}"
43,2026-03-12T23:14:25.150888,ADAUSDC,SHORT,mean_reversion,0.2634,0.2634,258.5,68.06849936159,0.0,0.0,189,TIMEOUT,0.25,-99.0,0.15,68.14814814814434,RANGE,18,0.5,74.07,0,0,"{""rsi"": 74.07, ""bb_upper"": 0.263155, ""bb_lower"": 0.261835, ""bb_ma"": 0.262495, ""price"": 0.2633}"
44,2026-03-12T23:14:26.341774,DOGEUSDC,SHORT,mean_reversion,0.09481,0.09481,718.0,68.06849936159,0.0,0.0,190,TIMEOUT,0.25,-99.0,0.15,66.39175257731893,RANGE,18,0.5,73.2,0,0,"{""rsi"": 73.2, ""bb_upper"": 0.094639, ""bb_lower"": 0.094112, ""bb_ma"": 0.094376, ""price"": 0.09481}"
45,2026-03-12T23:17:47.570778,ADAUSDC,SHORT,mean_reversion,0.2634,0.263,258.4,68.06849936159,0.10336,0.1519,190,TIMEOUT,0.25,-99.0,0.15,73.84615384615222,RANGE,18,0.5,76.92,0,0,"{""rsi"": 76.92, ""bb_upper"": 0.263169, ""bb_lower"": 0.261831, ""bb_ma"": 0.2625, ""price"": 0.2634}"
46,2026-03-12T23:17:48.303687,AVAXUSDC,SHORT,mean_reversion,9.69,9.67,7.02,68.06849936159,0.1404,0.2064,190,TIMEOUT,0.25,-99.0,0.15,69.99999999999852,RANGE,18,0.5,75.0,0,0,"{""rsi"": 75.0, ""bb_upper"": 9.658454, ""bb_lower"": 9.605546, ""bb_ma"": 9.632, ""price"": 9.69}"
47,2026-03-12T23:21:10.891292,AVAXUSDC,SHORT,mean_reversion,9.67,9.66,7.03,68.06849936159,0.0703,0.1034,190,TIMEOUT,0.25,-99.0,0.15,58.4615384615374,RANGE,18,0.47,69.23,0,0,"{""rsi"": 69.23, ""bb_upper"": 9.664017, ""bb_lower"": 9.606983, ""bb_ma"": 9.6355, ""price"": 9.68}"
48,2026-03-12T23:21:11.624576,BTCUSDC,LONG,mean_reversion,70144.01,70154.23,0.00097,68.06849936159,0.009913,0.0146,190,TIMEOUT,0.25,-99.0,0.15,55.00876257926657,RANGE,18,0.47,32.5,0,0,"{""rsi"": 32.5, ""bb_upper"": 70353.117219, ""bb_lower"": 70181.624781, ""bb_ma"": 70267.371, ""price"": 70150.66}"
49,2026-03-12T23:24:32.210798,BTCUSDC,LONG,mean_reversion,70154.24,70199.4,0.00097,68.06849936159,0.043805,0.0644,190,TIMEOUT,0.25,-99.0,0.15,72.17436002878523,RANGE,18,0.47,23.91,0,0,"{""rsi"": 23.91, ""bb_upper"": 70352.363689, ""bb_lower"": 70184.097311, ""bb_ma"": 70268.2305, ""price"": 70154.24}"
50,2026-03-12T23:24:32.943741,SOLUSDC,LONG,mean_reversion,86.19,86.34,0.79,68.06849936159,0.1185,0.174,190,TIMEOUT,0.25,-99.0,0.15,58.46153846153743,RANGE,18,0.47,30.77,0,0,"{""rsi"": 30.77, ""bb_upper"": 86.593116, ""bb_lower"": 86.287884, ""bb_ma"": 86.4405, ""price"": 86.18}"
51,2026-03-12T23:27:50.368945,BTCUSDC,LONG,mean_reversion,70182.47,70205.01,0.00097,68.06849936159,0.021864,0.0321,185,TIMEOUT,0.25,-99.0,0.15,65.7659449258295,RANGE,18,0.52,27.12,0,0,"{""rsi"": 27.12, ""bb_upper"": 70351.30939, ""bb_lower"": 70187.97361, ""bb_ma"": 70269.6415, ""price"": 70182.46}"
52,2026-03-12T23:28:24.047680,AVAXUSDC,SHORT,mean_reversion,9.68,9.65,7.04,68.06849936159,0.2112,0.3099,191,TIMEOUT,0.25,-99.0,0.15,53.33333333333235,RANGE,18,0.52,66.67,0,0,"{""rsi"": 66.67, ""bb_upper"": 9.669372, ""bb_lower"": 9.612628, ""bb_ma"": 9.641, ""price"": 9.67}"
53,2026-03-12T23:32:27.008644,BTCUSDC,LONG,mean_reversion,70178.01,70191.76,0.00097,68.06849936159,0.013338,0.0196,181,TIMEOUT,0.25,-99.0,0.15,55.9858407079646,RANGE,18,0.52,32.01,0,0,"{""rsi"": 32.01, ""bb_upper"": 70350.970628, ""bb_lower"": 70181.513372, ""bb_ma"": 70266.242, ""price"": 70180.0}"
54,2026-03-12T23:37:20.514823,BTCUSDC,LONG,mean_reversion,70176.25,70140.99,0.00097,68.06849936159,-0.034202,-0.0502,183,TIMEOUT,0.25,-99.0,0.15,52.08651813302933,RANGE,18,0.51,33.96,0,0,"{""rsi"": 33.96, ""bb_upper"": 70350.381687, ""bb_lower"": 70184.791313, ""bb_ma"": 70267.5865, ""price"": 70183.89}"
55,2026-03-12T23:40:35.046634,BTCUSDC,LONG,mean_reversion,70128.43,70085.99,0.00097,68.06849936159,-0.041167,-0.0605,191,TIMEOUT,0.25,-99.0,0.15,50.439766171243264,RANGE,18,0.47,34.78,0,0,"{""rsi"": 34.78, ""bb_upper"": 70355.050094, ""bb_lower"": 70169.340906, ""bb_ma"": 70262.1955, ""price"": 70144.99}"
56,2026-03-12T23:43:40.232755,BTCUSDC,LONG,mean_reversion,70086.0,70117.03,0.00097,68.06849936159,0.030099,0.0443,181,TIMEOUT,0.25,-99.0,0.15,54.93879367905518,RANGE,18,0.42,32.53,0,0,"{""rsi"": 32.53, ""bb_upper"": 70353.665185, ""bb_lower"": 70142.228815, ""bb_ma"": 70247.947, ""price"": 70086.0}"
57,2026-03-12T23:47:22.132636,BTCUSDC,LONG,mean_reversion,70102.57,70114.58,0.00097,68.06849936159,0.01165,0.0171,185,TIMEOUT,0.25,-99.0,0.15,52.06952470136545,RANGE,18,0.42,33.97,0,0,"{""rsi"": 33.97, ""bb_upper"": 70352.740381, ""bb_lower"": 70144.810619, ""bb_ma"": 70248.7755, ""price"": 70102.57}"
58,2026-03-12T23:51:35.340927,BTCUSDC,LONG,mean_reversion,70078.08,70079.01,0.00097,68.06849936159,0.000902,0.0013,192,TIMEOUT,0.25,-99.0,0.15,52.953547544525264,RANGE,18,0.34,33.52,0,0,"{""rsi"": 33.52, ""bb_upper"": 70346.185455, ""bb_lower"": 70122.009545, ""bb_ma"": 70234.0975, ""price"": 70078.08}"
59,2026-03-12T23:54:44.786714,BTCUSDC,LONG,mean_reversion,70079.02,70025.67,0.00097,68.06849936159,-0.05175,-0.0761,185,TIMEOUT,0.25,-99.0,0.15,70.38636257200773,RANGE,18,0.31,24.81,0,0,"{""rsi"": 24.81, ""bb_upper"": 70327.391968, ""bb_lower"": 70105.044032, ""bb_ma"": 70216.218, ""price"": 70079.01}"
60,2026-03-12T23:58:03.665799,BTCUSDC,LONG,mean_reversion,70050.88,70128.21,0.00097,68.06849936159,0.07501,0.1104,187,TIMEOUT,0.25,-99.0,0.15,82.20347787370017,RANGE,18,0.31,18.9,0,0,"{""rsi"": 18.9, ""bb_upper"": 70329.149949, ""bb_lower"": 70099.657051, ""bb_ma"": 70214.4035, ""price"": 70042.72}"
